date,time,latitude,longitude,location,species,sequence,name,name2,focal_voc,other_sound,sequence_total,sequence_missed_start,sequence_missed_end,sequence_recorded,audioID,original_file,count_original_file,quality,context_behaviour,context_ecology,reply,comments,observer
2006-01-29,7:09,-3.17667,35.57533,look,HYC,1,M-104,,WP,,"7a, 1t",,,,,NA,,,"after sf sh of l-146, then sg",,n,,
2006-01-30,8:08,-3.13736,35.52629,p,HYC,1,A-081,,WP,,"11a, 1t",,,,,NA,,,while waiting with other airstrips close to 1 li adm + 1 li adf at eland carc,while waiting with other airstrips close to 1 li adm + 1 li adf at eland carc,n,,
2006-01-30,8:08,-3.13736,35.52629,p,HYC,1,A-081,,WP,,"11a, 1t",,,,,NA,,,while waiting with other airstrips close to 1 li adm + 1 li adf at eland carc,while waiting with other airstrips close to 1 li adm + 1 li adf at eland carc,n,,
2006-02-02,8:27,-3.19191,35.60447,p,HYC,1,L-127,,WP,,"1b, 7a, 1s, 1t",,,,,NA,,,"while wa around by himself, was at den before and fo adf when they wa away",between s-curve and niukje river,n,,
2006-02-02,8:27,-3.19191,35.60447,p,HYC,1,L-127,,WP,,"1b, 7a, 1s, 1t",,,,,NA,,,"while wa around by himself, was at den before and fo adf when they wa away",between s-curve and niukje river,n,,
2006-02-05,18:20,-3.16226,35.56215,lagos,HYC,1,M-139,,WP,,"1a, 5s, 1a",,,,,NA,,,while wa away,,n,,
2006-02-05,18:20,-3.16226,35.56215,lagos,HYC,1,M-139,,WP,,"1a, 5s, 1a",,,,,NA,,,while wa away,,n,,
2006-02-07,7:50,-3.23933,35.53549,p,HYC,1,X-041,,WP,,"12a, 1t",,,,,NA,,,after le den area and wa towards rim,,n,,
2006-02-12,8:13,-3.14770,35.63167,p,HYC,1,E-094,,WP,GN,"2a, 7s",none,none,"2a, 7s",au_20060212_0813_M,Tape_N06,07:52,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",y,"was l 15m from microphone while WP, WP in direction of microphone",
2006-02-12,8:13,-3.14770,35.63167,p,HYC,2,M-212,,WP,GN,"2a, 3s, 1t",none,none,"2a, 3s, 1t",au_20060212_0813_M,Tape_N06,09:00,excellent,"while close to lioness at kill, other munges around, joined in while e-094 wp","kill, interaction with LI",y,about 30m from microphone,
2006-02-12,8:36,-3.14770,35.63167,p,HYC,1,E-094,,WP,,"1a, 7s",,,,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,8:46,-3.14770,35.63167,p,HYC,1,M-152,,WP,,"7s, 2a",,,,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,8:47,-3.14770,35.63167,p,HYC,1,M-100,,WP,,"8a, 1t",1a,none,"7a, 1t",au_20060212_0847_M,Tape_N06,10:19,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,about 40m from microphone,
2006-02-12,8:53,-3.14770,35.63167,p,HYC,1,M-180,,WP,"GN, LA","2a, 3s, 7a, 1t",none,none,"2a, 3s, 7a, 1t",au_20060212_0853_M,Tape_N06,11:18,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,"wp together with E-094, E-094 closer to microphone",
2006-02-12,8:53,-3.14770,35.63167,p,HYC,2,E-094,,WP,"GN, LA","6a, 1s, 1a, 4s",none,none,"6a, 1s, 1a, 4s",au_20060212_0853_M,Tape_N06,11:18,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,"wp together with M-180, E-094 closer to microphone",
2006-02-12,8:53,-3.14770,35.63167,p,HYC,3,M-152,,WP,"GN, LA","2a, 4s, 1a",none,none,"2a, 4s, 1a",au_20060212_0853_M,Tape_N06,12:59,ok,"while close to lioness at kill, other munges around","kill, interaction with LI",n,"after her wp some sounds from lioness that attacked, sound interference with phone",
2006-02-12,9:05,-3.14770,35.63167,p,HYC,1,M-100,,WP,GN,14a,1a,none,13a,au_20060212_0905_M,Tape_N06,14:49,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,,
2006-02-12,9:05,-3.14770,35.63167,p,HYC,2,M-231,,WP,,"3s, 1a",none,none,"3s, 1a",au_20060212_0905_M,Tape_N06,15:23,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,joins M-100 after 13th a (including the one that we missed),
2006-02-12,9:12,-3.14770,35.63167,p,HYC,1,E-094,,WP,,"6s, 5a",,,"3s, 2a",,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,9:17,-3.14770,35.63167,p,HYC,1,M-226,,WP,,"3s, 2a",none,none,"3s, 2a",au_20060212_0917_M,Tape_N06,15:51,good,"while close to lioness at kill, other munges around","kill, interaction with LI",n,,
2006-02-12,9:17,-3.14770,35.63167,p,HYC,2,E-094,,WP,,"2a, 6s, 2a, 1s, 1t","2a, 1s",none,"5s, 2a, 1s, 1t",au_20060212_0917_M,Tape_N06,16:27,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,,
2006-02-12,9:19,-3.14770,35.63167,p,HYC,1,E-094,,WP,,"2s, 1a, 9s, 1a, 3s",none,none,"2s, 1a, 9s, 1a, 3s",au_20060212_0919_M,Tape_N06,17:03,excellent,"while close to lioness at kill, other munges around","kill, interaction with LI",n,,
2006-02-12,9:31,-3.14770,35.63167,p,HYC,1,M-148,,WP,,unknown,,,no,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,9:32,-3.14770,35.63167,p,HYC,1,M-100,,WP,,unknown,,,no,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,9:33,-3.14770,35.63167,p,HYC,1,M-100,,WP,,unknown,,,no,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,9:33,-3.14770,35.63167,p,HYC,1,E-094,,WP,,"4a, 5s, 2t",,,,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,9:40,-3.14770,35.63167,p,HYC,1,M-148,,WP,,"5a, 1s, 1a, 2t",5a,none,"1s, 1a, 2t",au_20060212_0940_M,Tape_N06,18:02,good,"while close to lioness at kill, other munges around","kill, interaction with LI",n,a bit far away,
2006-02-12,9:48,-3.14770,35.63167,p,HYC,1,M-226,,WP,"GN, LA",NA,none,none,NA,au_20060212_0948_M,Tape_N06,18:26,good,"while close to lioness at kill, other munges around","kill, interaction with LI",n,"M-226 identified as potential vocaliser; others around are: E-094, M-212, M-100, M-180, M-152, M-231, M-148",
2006-02-12,9:50,-3.14770,35.63167,p,HYC,1,M-100,,WP,,unknown,,,no,,NA,,,"while close to lioness at kill, other munges around",kill,n,,
2006-02-12,18:04,-3.19723,35.51551,p,HYC,1,L-082,,WP,,"7s, 1a",,,,,NA,,,"after meeting F-008, while wa around in territory",,n,close to miti mitatu,
2006-02-12,18:57,-3.19467,35.49950,furahi,HYC,1,F-006,,WP,,"7s, 1a, 1s, 1a",,,,,NA,,,while l at den,,n,,
2006-02-15,8:21,-3.17698,35.57535,look,HYC,1,S-042,,WP,,"2a, 4s, 2a, 1t",,,,,NA,,,while wa away,,n,,
2006-02-28,18:06,,,lush,HYC,1,M-104,,WP,,"7a, 2s, 1t",,,,,NA,,,,,n,,
2006-03-25,9:34,-3.15083,35.58400,echo,HYC,1,E-043,,WP,,"1b, 5s, 2a",,,,,NA,,,"after coming to den and entering dh, gn, while wa away from den area",,n,,
2006-03-31,7:22,-3.17745,35.60109,,HYC,1,M-225,,WP,,6a,,,,,NA,,,while wa around 2 sadm li at remains of wi carc,close to 2sadm lions at kill,y,,
2006-03-31,7:22,-3.17745,35.60109,,HYC,1,M-212,,WP,,"1b, 1a, 1s, 1a, 3s, 1t",,,,,NA,,,while wa around 2 sadm li at remains of wi carc,close to 2sadm lions at kill,n,,
2006-04-06,6:54,-3.18292,35.61070,,HYC,1,N-110,,WP,,8a,,,,,NA,,,"while wa around not far from li at kill, after wp harassed by several males",LI at kill,n,,
2006-04-18,7:18,-3.19225,35.50346,p,HYC,1,M-141,,WP,,"11a, 1t",,,,,NA,,,prob after le den area,between furahi den and lake,n,,
2006-08-28,18:42,-3.14623,35.61762,mozart,HYC,1,A-056,,WP,,"1b, 1a, 8s, 1t",,,,,NA,,,"after interacting with a-093 and adf, 2m from m-147 (l)",,y?,,
2006-08-28,18:44,-3.14623,35.61762,mozart,HYC,1,A-093,,WP,,"1b, 1a, 7s, 1t, 1a, 1t",,,,,NA,,,"reply to a-056? while l 60m from den, a-056 gu and wa 5m in direction of a-093 while a-093 wp",,n,,
2006-09-07,6:38,-3.17387,35.62020,p,HYC,1,S-087,,WP,,"5a, 1t",,,,,NA,,,"gu and wp after l together with l-090 + n-102, while wp ap n-102 (l), rubs head on her head",between moram hill and niukie river,n,,
2006-09-07,10:10,-3.17288,35.57787,p,HYC,1,A-137,,WP,,"1b, 3a, 3s, 1a, 1t",,,,,NA,,,while wa around in territory,in shamba ya fisi,n,,
2006-09-11,18:47,400m south of shumli 2,,p,HYC,1,,,WP,,"5s, 2a",,,,,NA,,,while wa through territory,,n,"m-144 (standing at den with cubs) turns, looks in direction of whoop, listens and wa towards whooping hy",
2006-09-12,7:19,-3.15707,35.59120,p,HYC,1,M-236,,WP,,6s,,,,,NA,,,"after m-203 + m-204 sv m-236, close to 2sadm li at kill","kill, on scratching rocks triangle",n,,
2006-09-12,7:23,-3.15707,35.59120,p,HYC,1,M-203,,WP,,"1b, 2a, 1s, 1a, 1s, 1a, 1t",,,,,NA,,,"after gu, close to 2sadm li at kill","kill, on scratching rocks triangle",n,,
2006-09-12,9:10,-3.15707,35.59120,p,HYC,1,M-203,,WP,,4a,,,,,NA,,,"after li gu, wa 15m from kill and sh","kill, on scratching rocks triangle",n,,
2006-09-19,18:41,-3.20572,35.57724,shumli,HYC,1,M-144,,WP,,"1a, 3s",,,,,NA,,,"reply to whoop from distance (towards ngoitokitok), while l close to dh, stops whoop because other whoop from distance (from direction l-terr), then wa towards wp from direction l-terr",,y,,
2006-10-31,18:32,-3.15710,35.61296,Mango,HYC,1,A-093,,WP,,"1a, 9s, 12a, 1t",,,,,NA,,,while l 20m from den,,n,,
2007-02-18,7:29,-3.14707,35.64089,p,HYC,1,M-183,,WP,,"1s, 7a",,,,,NA,,,while l on floor close to li at carc,"kill, above Waeldli",y,reply from about 1km away on plain between moram and munge river,
2007-02-23,7:36,-3.18650,35.62533,nero,HYC,1,A-122,,WP,,"8a, 1t",,,,,NA,,,,,y,,
2007-02-23,7:36,-3.18650,35.62533,nero,HYC,1,T-099,,WP,,4a,,,,,NA,,,,,n,,
2007-03-03,9:16,-3.16207,35.61190,,HYC,1,T-091,,WP,,"1b, 1a, 7s",,,,,NA,,,while wa away from carc after feeling uncomfortable at carc in m-terr but with more lemalas than munges,close to bu carc,n,,
2007-03-21,6:47,-3.15064,35.58428,p,HYC,1,M-188,,WP,,"2a, 5s, 3a",,,,,NA,,,after wa through territory and meeting e-085 (cw on bone),,n,close to scratching rocks hill,
2007-03-28,6:46,-3.18650,35.62533,nero,HYC,1,M-097,,WP,,"2a, 9s, 1t",,,,,NA,,,while l close to den with several females and sad,,n,,
2007-03-28,7:41,-3.18650,35.62533,nero,HYC,1,M-097,,WP,,"1a, 9s, 1t",,,,,NA,,,"while l, after fo n-108 for 30m and ld, then gu and fo n-108 + n-115 again",,n,,
2007-03-28,8:09,-3.18650,35.62533,nero,HYC,1,F-080,,WP,,unknown,,,no,,NA,,,while le den area (loaping),,y,,
2007-03-28,8:09,-3.18650,35.62533,nero,HYC,1,M-097,,WP,,unknown,,,no,,NA,,,"reply to f-080, while ap den area",,y,,
2007-03-28,8:10,-3.18650,35.62533,nero,HYC,1,S-085,,WP,,unknown,,,no,,NA,,,while le den area (loaping),,y?,,
2007-03-28,8:15,just outside den area,,p,HYC,1,A-122,,WP,,"1a, 3s, 4a",,,,,NA,,,while wa away from den area,,n,,
2007-04-06,7:05,-3.14983,35.58050,enjere,HYC,1,E-006,,WP,,"1a, 10s, 1t",,,,,NA,,,"while l at den with other females, prob heard something, is very alert, excited, groaning almost constantly",,n,,
2007-04-06,7:25,-3.14983,35.58050,enjere,HYC,1,E-006,,WP,,"4a, 7s",,,,,NA,,,after and before gn a lot and wa around with tu,,n,,
2007-05-18,6:41,-3.17114,35.61080,p,HYC,1,S-084,,WP,,unknown,,,no,,NA,,,,"at lion kill with 10 li and 5 munges, in m-terr",n,,
2007-05-19,7:30,-3.18100,35.58183,Lupo,HYC,1,L-282,,WP,,6a,,,,,NA,,,when l-153 + 4 cubs le den,,n,,
2007-05-21,6:38,-3.18650,35.62533,nero,HYC,1,A-122,,WP,,"1b, 2a, 2s, 8a",,,,,NA,,,while wa around in den area,,n,,
2007-05-24,8:06,-3.14983,35.58050,enjere,HYC,1,M-170,,WP,,10a,,,,,NA,,,"while l 50m from den with several adf and cubs, may be reply to several previous wp from distance",,n,,
2007-06-09,7:17,-3.20591,35.62260,p,HYC,1,L-090,,WP,,"12a, 1t",,,,,NA,,,"while fo n-128 together with x-025, n-123, s-085, n-133? x-025 (mouting/shadowing n-128) ap th l-090 while l-090 is wp",centre of n-terr,n,,
2007-06-17,7:08,-3.16316,35.60426,murgi,HYC,1,A-056,,WP,,"3a, 3s, 8a, 1t",,,,,NA,,,while le den area,,n,,
2007-06-21,6:50,-3.14983,35.58050,enjere,HYC,1,M-136,,WP,,"1b, 1a, 1s, 1a, 1s, 4a, 2s, 1t",,,,,NA,,,"reply to several whoops from distance where engitatis have an encounter with lemalas over a wi carc, while at den with several adf and cubs",wi carc and boundary clash,n,,
2007-06-21,7:00,-3.14983,35.58050,enjere,HYC,1,M-136,,WP,,"2a, 2s, 1a, 1s, 2a, 1s, 1a, 1s, 1a, 1t",,,,,NA,,,"reply to several whoops from distance where engitatis have an encounter with lemalas over a wi carc, while at den with several adf and cubs, e-116 + e-101 join with wp",wi carc and boundary clash,y,,
2007-06-21,7:31,-3.14983,35.58050,enjere,HYC,1,E-124,,WP,,"1b, 2a, 3s, 1a",,,,,NA,,,reply to several whoops from distance where engitatis have an encounter with lemalas over a wi carc,wi carc and boundary clash,n,,
2007-07-04,7:57,-3.16900,35.55883,locki,HYC,1,L-133,,WP,,"3s, 1a, 2s, 2a, 1t",,,,,NA,,,after trying to su her two cubs but harassed and then lu by l-205,,n,,
2007-11-20,6:57,-3.16250,35.61567,moll,HYC,1,E-094,,WP,,"1a, 4s, 2a, 1t",,,,,NA,,,"after ap den and greeting cubs, while le den area",,n,,
2007-11-23,6:44,-3.16250,35.61567,moll,HYC,1,L-126,,WP,,"9a, 1t",,,,,NA,,,"while le den area, only cubs at den",,n,,
2007-11-26,7:28,-3.16045,35.56874,p,HYC,1,M-139,,WP,,"6s, 3a,1t",,,,,NA,,,"resting 30m next to carc, where some l ea","kill, close to crossing to scratching rocks",n,,
2007-12-14,6:45,-3.16483,35.61033,Micky,HYC,1,A-093,,WP,,"1a, 6s",,,,,NA,,,"while l at den, many muges around, reply to whoop from distance",,n,,
2007-12-26,8:05,-3.15733,35.56500,limit,HYC,1,M-193,,WP,,"3s, 3a, 1t",,,,,NA,,,after interacting with l-187 at den and while wa away from den together with m-104 + l-171,,n,,
2007-12-29,9:23,-3.15733,35.56500,limit,HYC,1,,prob L-304,WP,,"1a, 4s",,,,,NA,,,5 min after L-187 le den and did not su L-304 although it wh heavily,,n,,
2008-01-09,7:08,-3.16684,35.62718,p,HYC,1,X-066,,WP,,"1a, 3s, 4a",,,,,NA,,,"was l, heard wp from distance, gu wa in direction of whoop and wp",close to niukye river,y,,
2008-01-11,6:37,-3.18650,35.62533,nero,HYC,1,X-025,,WP,,unknown,,,no,,NA,,,while wa away from den,,n,,
2008-01-19,7:01,-3.16215,35.60102,p,HYC,1,F-100,,WP,,"1b, 5s, 1a, 1t",,,,,NA,,,"after meeting other munges at kill, while wa away from kill",kill,y,,
2008-01-19,7:22,-3.16294,35.60220,p,HYC,1,E-131,,WP,,"2a, 6s",,,,,NA,,,reply to a male,kill,y,,
2008-01-19,7:23,-3.16294,35.60220,p,HYC,1,F-100,,WP,,8s,,,,,NA,,,,kill,y,,
2008-01-24,7:20,-3.16190,35.60823,p,HYC,1,E-094,,WP,,"2a, 3s, 2a, 1t",,,,,NA,,,"while wa around with m-147, m-282, m-283, m-267, n-047 also around",,n,,
2008-01-24,7:25,-3.15775,35.59945,p,HYC,1,M-226,,WP,,unknown,,,no,,NA,,,"while wa around in m-terr close to m-091, e-131, l-190 (intrusion)","returning male, intrusion",n,,
2008-01-25,8:02,-3.16573,35.57577,lego 3,HYC,1,A-128,,WP,,"1a, 6s, 1a",,,,,NA,,,"shile l 90m from dh, after ap den and shortly sf adf",,n,,
2008-01-27,9:07,-3.16573,35.57577,lego 3,HYC,1,X-061,,WP,,"2a, 7s",,,,,NA,,,"while wa away from dern area, after ap dh with adf up to 5m and sf",,n,,
2008-01-30,6:56,-3.17788,35.63333,nyuki,HYC,1,N-044,,WP,,"2a, 6s, 1a",,,,,NA,,,while standing 50m from dh,,n,,
2008-02-11,7:21,-3.17564,35.56102,p,HYC,1,A-146,,WP,,"1b, 5s, 1a",,,,,NA,,,"after interacting with other males, pasting and soft baiting of l-133",,n,,
2008-02-12,7:23,-3.15848,35.62359,p,HYC,1,M-243,,WP,,"4s, 4a",,,,,NA,,,"while wa around in terr, ap remains of carc",kill,n,,
2008-02-13,7:21,-3.15398,35.58627,p,HYC,1,L-148,,WP,,"1a, 3s, 1t",,,,,NA,,,while l 70m from group of engitatis,,n,,
2008-02-14,8:05,-3.16900,35.55883,locki,HYC,1,L-153,,WP,,"8s, 1t",,,,,NA,,,while leaving den area,,n,,
2008-02-16,7:08,-3.17154,35.61474,p,HYC,1,M-274,,WP,,"9a, 1t",,,,,NA,,,after m-254 takes over skin from t-111,kill,n,,
2008-02-16,9:31,-3.16900,35.55883,locki,HYC,1,E-089,,WP,,"9s, 1t",,,,,NA,,,while wa around in den area,,n,,
2008-03-14,6:26,-3.17151,35.61879,p,HYC,1,E-094,,WP,,"1b, 2a, 6s, 1t",,,,,NA,,,"while standing next to m-232 cw on bones, and other munges, prob reply to wp from n-terr","kill, triangle close to moram hill",y,,
2008-03-18,7:20,-3.18100,35.58183,lupo,HYC,1,L-187,,WP,,5a,,,,,NA,,,after being bi in bk by l-141 several times,,n,,
2008-03-30,8:21,-3.17772,35.63089,nyuki,HYC,1,N-044,,WP,,"10a, 1t",,,,,NA,,,"while le den area, wa to resting place",,n,,
2008-04-06,7:00,-3.16900,35.55883,locki,HYC,1,M-139,,WP,,"7s, 8a, 1t",,,,,NA,,,while l at periphery after being next to l-160 (su 2 cubs) at dh,,n,,
2008-04-06,7:17,-3.16900,35.55883,locki,HYC,1,M-139,,WP,,"2a, 4s, 7a, 1t",,,,,NA,,,back at dh from periphery,,n,,
2008-04-08,7:04,-3.17772,35.63089,nyuki,HYC,1,M-206,,WP,,"1a, 6s, 1a",,,,,NA,,,"while wa around in periphery of den area, several adf at remains of carc",carc,y,,
2008-04-10,8:28,-3.16900,35.55883,Locki,HYC,1,L-296,,WP,,"1b, 1a, 5s",,,,,NA,,,while l at den,,n,,
2008-04-20,6:28,-3.17014,35.61684,p,HYC,1,N-115,,WP,,"1b, 7a",,,,,NA,,,"after meeting s-114 + s-117, two prob new immigrants",,n,,
2008-09-21,8:08,-3.13218,35.51778,p,HYC,1,X-017,,WP,,2a 6s 2t,,,,,NA,,,while wa away from some f and m,,n,,
2008-10-24,8:35,-3.16900,35.55883,locki,HYC,1,A-146,,WP,,"1b, 5s, 1a",,,,,NA,,,"while le den area, but then ld just outside den area",,n,,
2008-11-10,10:23,-3.20285,35.53089,p,HYC,1,F-104,,WP,,"4a, 1t",,,,,NA,,,"while wa around after 5 shambas ap her and f-135 at resting place and she ap them, after which shambas re",source close to lerai forest,n,,
2009-05-26,8:10,-3.15113,35.51566,p,HYC,1,M-051,,WP,,"1b, 3a, 3s, 3a",,,,,NA,,,while wa around at re place with sevral males and females,,n,,
2009-05-29,7:31,-3.16959,35.63744,p,HYC,1,N-134,,WP,,"1b, 3s, 2a",,,,,NA,,,"at carc that ngoitokitoks took over from munges, munges still close",kill,n,,
2009-06-10,8:50,-3.18343,35.62397,p,HYC,1,A-122,,WP,,"2a, 1s, 4a, 1t",,,,,NA,,,"wa with m-194 and a-150 towards n-087, n-160, n-161 ",,n,,
2009-06-18,6:56,-3.21169,35.56306,p,HYC,1,S-105,,WP,,"1b, 11a, 1t",,,,,NA,,,,,n,,
2009-07-24,8:24,-3.19203,35.59962,p,HYC,1,M-232,,WP,,"3s, 3a",,,,,NA,,,while wa around with 8 ohther mungis after kill and boundary clash, after kill and boundary clash,n,,
2009-07-26,8:08,-3.15689,35.51405,asterix,HYC,1,L-095,,WP,,10a,,,,,NA,,,"while leaving den area, after gt a-230 and also a-250",,n,,
2009-08-05,17:37,-3.16250,35.61567,moll,HYC,1,F-100,,WP,,"1b, 7s, 1a",,,,,NA,,,"was re in periphery of den area for at laest 1h20min, then gu, ap adf + cubs at den, sf around and wa away, wp while le den area",,n,,
2009-08-07,7:36,-3.19050,35.61483,nama,HYC,1,N-162,,WP,,"1b, 9s",,,,,NA,,,after n-108 ap d and ld 30m from dh,,n,,
2009-08-08,7:42,,,e-083 birth,HYC,1,L-202,,WP,,"2a, 5s, 2t",,,,,NA,,,"after sf around adf close to dh, while about to le den area but them decides to ld 50m from dh",,n,,
2009-08-18,6:35,-3.16730,35.61415,p,HYC,1,L-131,,WP,,"7a, 1t",,,,,NA,,,while wa around with several adf,,n,,
2009-08-18,6:43,-3.16194,35.61193,p,HYC,1,M-122,,WP,,"1a, 1s, 1a, 1t",,,,,NA,,,"while standing close to remains of carc, other cw on it, she looking around, could have been reply",kill,y,,
2009-08-18,6:53,-3.16194,35.61193,p,HYC,1,M-122,,WP,,"2s, 2a, 1t",,,,,NA,,,"while standing close to remains of carc, other cw on it, she looking around, reply to other wp",kill,n,,
2009-08-18,7:22,-3.16194,35.61193,p,HYC,1,L-126,,WP,,"7a, 1t",,,,,NA,,,while wa away from other hy at carc,kill,n,,
2009-08-26,8:10,-3.19050,35.61483,nama,HYC,1,A-122,,WP,,"9a, 1t",,,,,NA,,,"after ap den and interacting with adf + cubs and pa, then wa around in den area",,n,,
2009-08-26,8:17,-3.19050,35.61483,nama,HYC,1,A-122,,WP,,"11a, 1t",,,,,NA,,,while le den area,,n,,
2009-08-27,7:09,-3.19050,35.61483,nama,HYC,1,M-214,,WP,,"7s, 2t",,,,,NA,,,"after interacting with adf and cubs, while le den area",,n,,
2009-08-29,7:04,-3.17394,35.61091,p,HYC,1,N-123,,WP,,"1b, 1a, 3s, 2a, 1t",,,,,NA,,,while ap n-125,,n,,
2009-12-30,9:20,-3.17689,35.57540,look,HYC,1,M-089,,WP,,"1b, 8a, 1t",,,,,NA,,,while wa away from den,,n,,
2010-01-02,7:42,-3.17695,35.62941,p,HYC,1,M-206,,WP,,"1a, 6s, 2t",,,,,NA,,,while wa in periphery of den,periphery of nyuki den,n,,
2010-01-06,9:43,-3.18267,35.49817,fort,HYC,1,A-123,,WP,,"1b, 1a, 3s, 1a",,,,,NA,,,while le den area,,n,,
2010-01-25,7:53,-3.17800,35.57730,p,HYC,1,A-150,,WP,,"2a, 4s, 3a",,,,,NA,,,"while wa in front of l-151, l-146 shifting their cubs",between losirua and look dens,n,,
2010-02-02,7:02,-3.17772,35.63089,nyuki,HYC,1,S-085,,WP,,"1b, 9a, 1t",,,,,NA,,,"4min after entering den area and interacting with adf, while le den area, while wp ap n-154, gt n-154, then le den area",,n,,
2010-02-05,6:49,,,,HYC,1,M-162,,WP,,"9a, 2t",,,,,NA,,,while wa around close to erratum den,,y,,
2010-02-05,6:49,,,,HYC,1,,,WP,,"3s, 1t",,,,,NA,,,while wa around close to erratum den,,y,,
2010-02-05,6:50,,,,HYC,1,L-227,,WP,,"4a, 1t",,,,,NA,,,while wa around close to erratum den,,y?,,
2010-02-05,6:53,,,,HYC,1,E-144,,WP,,"2a, 4s, 1a, 2s, 1a, 1s, 1t",,,,,NA,,,while wa around close to erratum den,,n,,
2010-02-05,7:10,,,p,HYC,1,E-144,,WP,,"3a, 3s, 5a, 1t",,,,,NA,,,"after ch wi calf with others, may be reply to other wp from distance",,y,,
2010-02-05,7:10,,,p,HYC,1,M-162,,WP,,4a,,,,,NA,,,"after ch wi calf with others, reply to wp from distance and wp by e-144, starts while e-144 still wp",,n,,
2010-02-15,8:02,-3.14948,35.56958,essig,HYC,1,E-192,,WP,,"1a, 5s",,,,,NA,,,"while wa from essig den to puddle/resting place, 120m from essig den, all adults (e-006, e-116, e-144, e-171) gu and lo to e-192, all le den area together and ld together at puddle/resting place",,n,,
2010-02-21,6:38,,,p,HYC,1,L-131,,WP,,"1b, 6a, 1t",,,,,NA,,,"while wa around in terr, while ap m-183 (also wa around)",,n,,
2010-03-09,7:21,-3.17737,35.50854,p,HYC,1,A-198,,WP,,6a,,,,,NA,,,"while wa around in terr, ap other forests",close to seneto spring,n,,
2010-03-25,6:55,-3.17574,35.58448,p,HYC,1,M-244,,WP,,"1b, 10a, 1t",,,,,NA,,,"while wa away from leguan den (no adf or cubs at den), could be reply to wp from quite far away",close to leguan den,n,,
2010-03-25,6:55,-3.17574,35.58448,p,HYC,1,M-244,,WP,,"1b, 10a, 1t",,,,,NA,,,"while wa away from leguan den (no adf or cubs at den), could be reply to wp from quite far away",close to leguan den,,,
2010-04-03,7:34,-3.16900,35.55883,locki,HYC,1,L-258,,WP,,8a,,,,,NA,,,after being bi by l-206,,n,,
2010-04-04,7:59,-3.18193,35.60130,p,HYC,1,M-254,,WP,,8a,,,,,NA,,,"sees 3 ngoitokitoks intruding, ap them, sf their scent when about 150m away and immediately starts whooping",intrusion,n,"in m-terr but shambas in this area for several weeks now, so must think that this is their territory",
2010-04-04,8:00,-3.17901,35.60652,p,HYC,1,M-254,,WP,,about 12a,,,,,NA,,,after meeting 3 ngoitokitoks and while ap group of shambas,"in m-terr but shambas in this area for several weeks now, so must think that this is their territory",n,,
2010-04-04,8:20,-3.16900,35.55883,locki,HYC,1,L-245,,WP,,6a,,,,,NA,,,after ap l-187 and being lu and bi by l-187,,n,,
2010-04-26,8:20,resting place close to lake,,p,HYC,1,A-198,,WP,,"1b, 9a",,,,,NA,,,"after re and gu and ap group of other forests (several males), after wp, a-198 is ap by a-199 and a-199 puts ch bk a-198",,n,,
2010-04-27,8:43,-3.19927,35.52342,,HYC,1,A-199,,WP,,"1a, 4s, 3a, 1t",,,,,NA,,,wa around close to remains of 2 ad wi kills,at kill with other f,n,,
2010-04-27,8:58,-3.19927,35.52342,,HYC,1,F-006,,WP,,"1a, 1s, 5a",,,,,NA,,,wa around close to remains of 2 ad wi kills,at kill with other f,n,,
2010-04-27,9:03,-3.19927,35.52342,,HYC,1,F-097,,WP,,7a,,,,,NA,,,wa around close to remains of 2 ad wi kills,at kill with other f,y,,
2010-04-27,9:03,-3.19927,35.52342,,HYC,1,F-132,,WP,,"1b, 7a",,,,,NA,,,wa around close to remains of 2 ad wi kills,at kill with other f,n,,
2010-04-27,9:07,-3.19927,35.52342,,HYC,1,A-199,,WP,,"1b, 4s, 1t",,,,,NA,,,wa around close to remains of 2 ad wi kills,at kill with other f,n,,
2010-10-10,8:45,-3.16900,35.55883,Locki,HYC,1,E-089,,WP,,"11a, 1t",,,,,NA,,,while l at den,,n,,
2010-10-18,7:37,-3.19050,35.61483,nama,HYC,1,A-122,,WP,,"2a, 3s, 4a",,,,,NA,,,"after ap den and interacting with adf + cubs, while le den area",,n,,
2010-10-21,8:53,-3.19083,35.61483,nioka,HYC,1,M-194,,WP,,"1a, 3s, 2a",,,,,NA,,,"after ap adf at den, while le den area but after wp return to den",,n,,
